Douglas Adams	Q42
Hermann Harry Schmitz	Q1611408
Friedrich Friedrich	Q1611121
Catullus	Q163079
Jakob Hessing	Q1679097
Simon Cowell	Q162629
Jakob Bächtold	Q1678898
David Duke	Q163042
Johann Christian Daniel von Schreber	Q162688
Jakob Christoph Heer	Q1678959
Uri Zvi Grinberg	Q162793
Procopius	Q186153
Francis Fukuyama	Q186123
Emmanuel Swedenborg	Q185832
Delphine de Vigan	Q186779
Billy Crystal	Q186485
Stieg Larsson	Q186317
Nikolai Bukharin	Q186709
Mani	Q203922
Ion Creangă	Q204810
Cao Cao	Q204077
Jared Diamond	Q205772
Bridget of Sweden	Q204996
Kate Greenaway	Q204936
Magnus Jacob Crusenstolpe	Q204801
Theo van Gogh	Q205456
Masaru Emoto	Q205058
Slavko Janevski	Q205634
Antoine de Rivarol	Q203952
Sogyal Rinpoche	Q205242
Giuseppe Mazzini	Q187336
Josemaría Escrivá	Q186807
Alfred Wainwright	Q186795
Zeki Müren	Q187272
Derek Nikitas	Q187399
Alexander Pope	Q164047
George S. Kaufman	Q163662
Farah Pahlavi	Q164111
Guillaume Caoursin	Q164470
Pavel Kohout	Q163557
Ezra Pound	Q163366
Gillian Slovo	Q163953
Péter Esterházy	Q164106
Édouard Estaunié	Q206391
Simo Puupponen	Q205958
Joseph Addison	Q206384
Jens Zetlitz	Q206184
Marcus Terentius Varro	Q206119
Claudian	Q205947
Jorge de Sena	Q206232
Karel van Mander I	Q206173
Alexander Blok	Q164765
Adnan Oktar	Q164578
Vytautas Landsbergis	Q164582
Ludvík Kuba	Q164703
Colin Brake	Q5144906
Craig Hinton	Q5181046
Cristina García	Q5186349
Clara Erskine Clement	Q5125984
Corra May Harris	Q5172696
Craig Marriner	Q5181188
Cynthia Felice	Q5200061
Cyrus Redding	Q5201144
Clayton Emery	Q5130212
Clifford Chase	Q5132903
Clive Algar	Q5134474
Crescent Dragonwagon	Q5184358
Curme Gray	Q5194899
Constance Beresford-Howe	Q5163505
Cory Panshin	Q5173625
Cyra McFadden	Q5200571
Cyro dos Anjos	Q5200984
Clare B. Dunkle	Q5126115
Clare Vanderpool	Q5126270
Claude Brown	Q5128738
Clotilde Graves	Q5135590
Craig Silvey	Q5181449
Cleve Cartmill	Q5131996
Cynthia Lord	Q5200107
Serena Nanda	Q1611891
Cicely Hamilton	Q5119353
Claudia Gray	Q5129181
Cynthia Kadohata	Q5200091
Julius Mosen	Q214737
Johann Georg Knie	Q1693879
Gilad Shalit	Q214821
Johann Gottlob Krüger	Q1694228
Johann Friedrich Jünger	Q1693594
Johann Gottwerth Müller	Q1694240
Pierre Bayle	Q214816
Johann Dietrich Winckler	Q1693243
Johann Fercher von Steinwand	Q1693425
Johann Heinrich Lehnert	Q1694446
Hippolytus	Q207113
Georges Bataille	Q207359
Olympe de Gouges	Q206972
Andy Serkis	Q206922
Albert Uderzo	Q206685
Benedetto Croce	Q192348
Pausanias	Q192931
Gianni Rodari	Q193018
Marsilio Ficino	Q192374
Callimachus	Q192417
Klas Pontus Arnoldson	Q192618
Cassiodorus	Q192365
Bülent Ecevit	Q192634
Polycarp	Q192371
Catherine Parr	Q192943
D'Arcy Niland	Q5203098
Vissarion Belinsky	Q192885
Apollonius of Rhodes	Q192638
Darren Aronofsky	Q192762
Nikolay Mikhaylovich Przhevalsky	Q192442
Salvatore Niffoi	Q187872
Edward Bradley	Q5341994
Douglas Glover	Q5301524
Rebecca St. James	Q187857
E. Arnot Robertson	Q5321723
E. W. Howe	Q5322211
Ed Vega	Q5335518
Edith Ellis	Q5338537
Eduardo Blanco	Q5340538
Edward Gorman	Q5343140
Drusilla Modjeska	Q5309408
Duncan Bush	Q5314279
Dustin Long	Q5317116
E.R. Frank	Q5321651
E. M. Delafield	Q5322031
Edison Marshall	Q5338401
Edward Bryant	Q5342047
Douglas Clegg	Q5301338
Ed Dee	Q5334734
Edward Christopher Williams	Q5342298
Edward Knoblock	Q5343969
Edgar Jepson	Q5337310
Edward Ellsberg	Q5342767
Dustin Thomason	Q5317144
Edith Ogden Harrison	Q5338635
E. Everett Evans	Q5321848
E. V. Lucas	Q5322190
Kerry Greenwood	Q5331760
Edward Augustus Kendall	Q5341642
Ayumi Hamasaki	Q188111
Dru Pagliassotti	Q5308759
E. F. Bleiler	Q5321850
Eckhard Gerdes	Q5332900
Edward Docx	Q5342606
Edward Einhorn	Q5342745
Dow Mossman	Q5302631
Toh Enjoe	Q5304181
Duane Swierczynski	Q5310393
Edward Blishen	Q5341926
Edward Bloor	Q5341927
Bartolomé de Las Casas	Q207416
Gabriele D'Annunzio	Q193236
Livius Andronicus	Q193058
Zosimus	Q226858
John Webster	Q225904
Félix Luna	Q226053
John Smith	Q228024
Edward Lee	Q5344093
Elizabeth Barrett Browning	Q228494
Olivier Py	Q225531
Louis-Edmond Hamelin	Q226109
Carl Spitteler	Q226525
Zoë Akins	Q227109
Edward M. Lerner	Q5344277
Vjenceslav Novak	Q225307
Zoë Wicomb	Q227137
Zsigmond Móricz	Q227312
Edward Levy	Q5344127
Ben Myers	Q224977
Edward Lucas White	Q5344226
Jean-François Lyotard	Q193257
Osamu Tezuka	Q193300
Zuhayr	Q228566
Rosario Dawson	Q228692
Wu Cheng'en	Q228889
Henning Mankell	Q193346
Miyamoto Musashi	Q193344
Ramon Llull	Q193660
Emil Cioran	Q193405
Evadne Price	Q5415235
Everett B. Cole	Q5416975
Evie Wyld	Q5418380
Glenn Boyer	Q5568696
Christopher Boeck	Q5580423
Greer Gilman	Q5605132
Gurney Norman	Q5620215
Guy Adams	Q5622041
Evelyn Sharp	Q5416441
Greg Fox	Q5605576
Gurdial Singh	Q5619923
Gloria Sawai	Q5571458
Grace Lin	Q5591266
Grant Callin	Q5596135
Granville Hicks	Q5596907
Greg R. Fishbone	Q5606168
Greg van Eekhout	Q5606467
Henry Sutherland Edwards	Q5627544
F. L. Lucas	Q5423943
Fawwaz Haddad	Q5438811
Gladys Bronwyn Stern	Q5566389
Gloria Skurzynski	Q5571471
Goh Poh Seng	Q5577551
Goretti Kyomuhendo	Q5586186
Graeme Simsion	Q5592394
Gregory Day	Q5606875
Frederick John Fargus	Q5611685
Evan Dara	Q5415356
F. L. Wallace	Q5423950
Gish Jen	Q5564935
Gourahari Das	Q5588385
F. W. Kenyon	Q5424075
Faraaz Kazi	Q5434676
Gloria Whelan	Q5571483
Greye La Spina	Q5608344
Ingvor Bondesen	Q5581594
Grace Lumpkin	Q5591269
Graham Salisbury	Q5593203
Grant Blackwood	Q5596109
Gregory Galloway	Q5606932
Gwyn Hyman Rubio	Q5623778
Eve Forward	Q5416161
F. M. Busby	Q5423959
Glenn Hauman	Q5568849
Bhabani Bhattacharya	Q5575294
Gudipati Venkatachalam	Q5614630
Gwyneth Cravens	Q5623837
Catherine of Siena	Q229190
Lily Tomlin	Q229271
Georges-Louis Leclerc, Comte de Buffon	Q229264
Aelia Eudocia	Q229307
Amir Khosrow	Q207817
Claude Joseph Rouget de Lisle	Q207660
Varg Vikernes	Q207824
Nikolay Nekrasov	Q208003
Zuo Qiuming	Q230192
Valérie Trierweiler	Q230539
Amy Poehler	Q230203
Lauren Conrad	Q230169
Alexandra David-Néel	Q230456
Violeta Parra	Q230499
G. E. M. Anscombe	Q229646
Ève Curie	Q230068
Girolamo Savonarola	Q164823
Paulo Freire	Q164797
Ernest Mandel	Q165121
Lope de Vega	Q165257
Princess Märtha Louise of Norway	Q165096
Alois Rašín	Q164908
Stéphane Hessel	Q165110
Jaroslav Durych	Q164957
Jean Gaston Darboux	Q164784
Jurij Wjela	Q165130
Monique Schwitter	Q120946
José Martí	Q103285
Wilhelm Reich	Q84412
Haim Be'er	Q1591937
Heinz Körner	Q1600526
Helfrich Peter Sturz	Q1602121
Daniel Ammann	Q121031
Wilhelm Ahrens	Q108616
Heinrich Smidt	Q108339
Hanoch Levin	Q1576676
Hans Christian Branner	Q1579010
Hasso Krull	Q1588737
Hauke Brunkhorst	Q1589285
Anton Ivanovich Denikin	Q108314
Edwin Erich Dwinger	Q108649
Hartmut Hentig	Q1587609
Oskar Ludwig Bernhard Wolff	Q108670
Harry Emerson Fosdick	Q1586481
Martin Buber	Q84423
Herbert Gerigk	Q108281
David Chotjewitz	Q108476
Paulus Stephanus Cassel	Q108639
Hatcher Hughes	Q1588840
Shana Alexander	Q1602771
Nikolaus Lenau	Q84280
Friedrich von der Trenck	Q84363
Philippe Godet	Q120958
Heinz Oskar Wuttig	Q1600719
Helga Nõu	Q1602252
Bruno Bettelheim	Q84386
Leonie Ossowski	Q108749
Frederick Albion Ober	Q1589882
Rudolf Presber	Q1593671
Akira Toriyama	Q208582
John Wallis	Q208359
Sergey Mikhalkov	Q208116
Taslima Nasrin	Q208468
Frantz Fanon	Q193670
Henri Troyat	Q193674
Emile Verhaeren	Q193680
H.D.	Q236469
Rebecca West	Q236669
Naomi Klein	Q236606
Julian of Norwich	Q236699
Liza Marklund	Q236660
Manon Roland	Q236554
Christina Rossetti	Q236596
Ben Jonson	Q193857
Juvenal	Q193800
Roger Penrose	Q193803
Lydia Koidula	Q237056
Elvira Lindo	Q237058
Ninon de l'Enclos	Q237045
Joseba Sarrionandia	Q237039
Lucía Etxebarría	Q236993
Saint Patrick	Q165479
Wanda Sykes	Q237194
Louise Labé	Q237098
Linda Maria Baros	Q237112
Marie de Rabutin-Chantal, marquise de Sévigné	Q237103
Mary Parker Follett	Q237173
John XXII	Q165568
Ugo Foscolo	Q166234
Edmund Burke	Q165792
Dionysios Solomos	Q166172
Stanisław Jerzy Lec	Q165680
Giorgos Seferis	Q165823
Dulce María	Q237387
José Trindade Coelho	Q1626736
Horacio Xaubet	Q1627951
Horst Meier	Q1629720
Ronald Coase	Q188113
Karl Lappe	Q1625525
J. J. Abrams	Q188137
Richard Branson	Q194419
Zeruya Shalev	Q196773
Edward James	Q196055
Rachel Corrie	Q195154
Fong She Mei	Q196284
Eileen Chang	Q197155
Attar of Nishapur	Q194091
Giovanni Battista Riccioli	Q196472
Bharata Muni	Q196831
Lester Bangs	Q195527
Shashi Tharoor	Q195616
Marshall McLuhan	Q193871
Zeth Höglund	Q196860
Francisco Umbral	Q195236
Alexander Berkman	Q195390
Zhao Jingshen	Q197444
Elisabeth Elliot	Q194614
Bernard of Clairvaux	Q188411
Seth MacFarlane	Q188492
Geoffrey of Monmouth	Q188344
Deon Meyer	Q188244
Kerstin Ekman	Q237703
Juana de Ibarbourou	Q237914
Robert Fogel	Q237821
Gi Tei	Q197652
Jules Lemaître	Q197935
Zhou Daguan	Q197958
Barbara Hanrahan	Q4858957
Barbara Sibbald	Q4859298
Zhao Mengfu	Q197461
Barbara Neely	Q4859184
Barbara Paul	Q4859213
Wafa Sultan	Q238419
Sholem Aleichem	Q238090
Alfonsina Storni	Q238557
Ellen Key	Q238443
Mavro Orbin	Q238511
Carol L. Dennis	Q5044427
Caroline Leakey	Q5045132
Hugh Garner	Q1634349
Carol Ryrie Brink	Q5044537
Carol Plum-Ucci	Q5044509
Carolyn Mackler	Q5045414
Carolyn Reeder	Q5045450
Howard Marks	Q1631875
Carol Topolski	Q5044584
Carolyn Meyer	Q5045436
Hugo Friedländer	Q1635037
Carole Cadwalladr	Q5044664
Caroline Dale Snedeker	Q5045036
Hubert Schiel	Q1633390
Carole Barrowman	Q5044658
Caroline Leavitt	Q5045131
Hubert Feichtlbauer	Q1633137
Hubert Kennedy	Q1633246
Carol Edgarian	Q5044313
Carolyn See	Q5045458
Evelyn Fox Keller	Q239131
Emilie Autumn	Q230836
Diablo Cody	Q230795
Janice Dickinson	Q230911
Naomi Shemer	Q238719
Ángeles Caso	Q239117
Paul-Henri-Benjamin d'Estournelles de Constant	Q238731
Adam LeBor	Q239127
Joachim Zelter	Q1690606
Julio Escoto	Q1712356
Dean Lorey	Q5246313
Frances Parkinson Keyes	Q5478889
Deborah Christian	Q5248207
Debra A. Kemp	Q5248433
Dena Landon	Q5256543
Felisa Batacan	Q5442097
Fran Ross	Q5478193
Frances Crane	Q5478578
Frances Eleanor Trollope	Q5478624
Frances Harper	Q5478699
Frances Vernon	Q5478987
Julia Donaldson	Q1711833
Julius Hamberger	Q1712674
Dean McLaughlin	Q5246352
Deborah Chester	Q5248206
Debra Doyle	Q5248457
Joachim Kramp	Q1690248
Julius Lohmeyer	Q1712803
Deborah Robertson	Q5248368
Deborah Wiles	Q5248407
Fiona Maazel	Q5451077
Flora Annie Steel	Q5460275
Forman Brown	Q5469995
Francis Hopkinson Smith	Q5481321
Joachim Helfer	Q1690157
Joachim Meyerhoff	Q1690316
Deborah Turner Harris	Q5248401
Dee Marie	Q5249931
Fernando Aramburu	Q5444600
Flora Nwapa	Q5460344
Frances Fuller Victor	Q5478659
Joanna Olech	Q1690820
Julia Galemire	Q1711842
Delia Sherman	Q5253889
Forrest Gander	Q5470470
Jochen Lengemann	Q1691126
Julya Rabinowich	Q1713180
Deborah Levy	Q5248308
Barry Hines	Q4864315
Belinda Castles	Q4882865
Ben Fountain	Q4885665
Barbara Willard	Q4859410
Barrie Roberts	Q4863554
Basil Wells	Q4867272
Ben Ames Williams	Q4885219
Bart Yates	Q4865131
Beatrice Harraden	Q4877157
Barbara Trapido	Q4859367
Barry England	Q4864205
Barry Maitland	Q4864460
Barry Pilton	Q4864611
Susan Fenimore Cooper	Q4865481
Bashir Mufti	Q4866852
Patanjali	Q231680
Francis de Sales	Q231256
Barbara Walters	Q231417
Fabiola of Belgium	Q231171
Zvi Yanai	Q231393
Gloria Steinem	Q231178
Zvi Kolitz	Q231378
Sei Shōnagon	Q231603
Bhimrao Ramji Ambedkar	Q231690
Edith Nesbit	Q231708
Dennis Schmidt	Q5258930
Denise Hamilton	Q5257678
Denise Deegan	Q5257647
Dennis Bock	Q5258210
Denise Giardina	Q5257670
Derek Humphry	Q5262068
Diana G. Gallagher	Q5271160
Dianne Warren	Q5271704
Dennis Etchison	Q5258392
Dhan Gopal Mukerji	Q5268884
Diana Abu-Jaber	Q5271081
Desmond Barry	Q5263425
Denny Martin Flinn	Q5259203
Derek Benz	Q5261805
Kazuki Nakashima	Q5276666
Derek Hansen	Q5262017
Diane Fanning	Q5271450
Dermot Healy	Q5262812
Diana Muir	Q5271250
Diane Glancy	Q5271470
Lucan	Q188646
Pierre Plantard	Q188560
Alphonse de Lamartine	Q188697
Rigoberta Menchú Tum	Q188620
Magda Szabó	Q231948
Caryl Rivers	Q5047691
Cat Rambo	Q5051056
Catherine Gilbert Murdock	Q5052697
Catherine Hanley	Q5052711
Domingos Olímpio	Q5290431
Don Brown	Q5292326
Don DeBrandt	Q5292500
Don Roff	Q5293426
Donald Grant Mitchell	Q5294439
Donald Moffitt	Q5294891
Dorothy Black	Q5298314
Dorothy Whipple	Q5298681
Doug Dorst	Q5300426
Dorothy Baker	Q5298302
Carolyn Wells	Q5045486
Don Carpenter	Q5292393
Carter Scholz	Q5047212
Castello Holford	Q5049693
Catherine Edith Macauley Martin	Q5052655
Don Lee	Q5292984
Doris Buchanan Smith	Q5297904
Dorothy Johnston	Q5298477
Doug Beason	Q5300286
Catherine Marshall	Q5052809
Catherine Merriman	Q5052830
Donald Jack	Q5294591
Donald McCaig	Q5294819
Carrie Bebris	Q5046206
Carrie Jones	Q5046248
Cate Kennedy	Q5051781
Catharine Sedgwick	Q5052109
Donald Barr	Q5294012
Carolyn Slaughter	Q5045463
Catherine O'Flynn	Q5052846
Donald Corley	Q5294189
Doranna Durgin	Q5297525
Dorothy Canfield Fisher	Q5298346
Dorothy M. Johnson	Q5298523
Douglas Anthony Cooper	Q5301209
Carrie Austen	Q5046200
Don Sakers	Q5293462
Dornford Yates	Q5298118
Dorothy Bryant	Q5298329
Evaristo Carriego	Q188798
Anthony Minghella	Q188726
Benjamin Franklin DeCosta	Q4888627
Bertram Brooker	Q4895751
François Guizot	Q157324
Benedict Freedman	Q4887269
Bennett Madison	Q4889715
Bertha Runkle	Q4895515
Bernard Taylor	Q4893695
John Rollin Ridge	Q4895766
Bernard Marshall	Q4893407
Charles G. Finney	Q4894197
Ben H. Winters	Q4885768
Benjamin Rosenbaum	Q4889181
Bessie Breuer	Q4896467
Vasily Zhukovsky	Q157623
Caroline Lee Hentz	Q4896381
Bess Streeter Aldrich	Q4896373
Ruth Gordon	Q232562
Mary Temple Grandin	Q232810
Rem Koolhaas	Q232364
Hella Haasse	Q232400
Nicolas Boileau-Despréaux	Q188857
Leopoldo Lugones	Q188875
Esteban Echeverría	Q188859
Roberto Arlt	Q188838
Iris Chang	Q234338
Dian Fossey	Q234224
Gary Reed	Q5525813
Frank H. Spearman	Q5487034
Frank O'Rourke	Q5488767
Fred Chappell	Q5494816
Gary D. Schmidt	Q5524939
Frank Baker	Q5485155
Gael Baudino	Q5516515
Gareth Roberts	Q5522961
Gary Blackwood	Q5524719
Frank Parker Day	Q5488891
Frederic S. Durbin	Q5497127
G. David Nordley	Q5512195
G. Harry Stine	Q5512265
Gary Krist	Q5525393
Gary Shipman	Q5525934
Frank A. Jenssen	Q5484885
Frank Portman	Q5489059
Gail Sheehy	Q5517167
Gakuto Mikumo	Q5517722
Gary Myers	Q5525647
Francis Selormey	Q5482429
Frank Dalby Davison	Q5486140
Fumihiko Shimo	Q5508568
G. Willow Wilson	Q5512567
Gail Tsukiyama	Q5517172
Gamel Woolsey	Q5520002
Gary A. Braunbeck	Q5524565
Garth Greenwell	Q5524350
Gary Brandner	Q5524745
Frederic Mullally	Q5497101
G. Clifton Wisler	Q5512179
Matteo Ricci	Q233340
Robert Browning	Q233265
Anne Applebaum	Q233479
Leonora Carrington	Q233207
Traci Lords	Q233118
Arianna Huffington	Q233397
Mencius	Q188903
Eric S. Raymond	Q188954
James Naismith	Q188962
Clement of Alexandria	Q188883
Božena Němcová	Q157970
Harriet Martineau	Q234570
Zeng Guofan	Q189512
Helena Blavatsky	Q189454
Andrey Korotayev	Q189172
Apollodorus of Damascus	Q189375
Sherwood Anderson	Q233898
Lillian Hellman	Q233701
Britt Ekland	Q233837
Pavel Jozef Šafárik	Q158354
Peter Bogdanovich	Q158250
Jiří Wolker	Q158379
Zygmunt Bauman	Q158092
Ausonius	Q234593
Betty Friedan	Q234604
Ivan Goncharov	Q189665
François-Noël Babeuf	Q189714
Keith Richards	Q189599
Pierre Teilhard de Chardin	Q189564
Zeno of Caunus	Q189750
Priscilla Presley	Q234773
Christine de Pizan	Q234816
Vintilă Horia	Q248861
Zülfü Livaneli	Q248059
Mongo Beti	Q248047
Anatoly Fomenko	Q158465
David Irving	Q158629
Jan Evangelista Purkyně	Q159542
Mike Huckabee	Q158813
Thomas DiLorenzo	Q159004
Léon Degrelle	Q158844
Jan Blahoslav	Q159062
František Palacký	Q159642
Stig Claesson	Q249792
Sarojini Naidu	Q250165
Yves Bonnefoy	Q250136
Vine Deloria, Jr.	Q250240
Osip Mandelstam	Q189950
John Knox	Q189937
Nick Clegg	Q189947
Cyprian	Q190240
Benvenuto Cellini	Q190116
Marguerite de Navarre	Q190058
Claude Adrien Helvétius	Q190302
Appian	Q190368
Duns Scotus	Q190089
Dimitrie Cantemir	Q159933
Norman Finkelstein	Q160163
Alexander III	Q160116
Augusto Roa Bastos	Q159967
Julia Kristeva	Q159876
Gianni Vattimo	Q159648
Andrzej Pilipiuk	Q159966
Adolf Černý	Q159880
Alexej Pludek	Q159960
Rudolf Medek	Q159952
Álvares de Azevedo	Q250754
Poliziano	Q250414
Álex de la Iglesia	Q250627
Maurice Scève	Q250321
Jay Williams	Q6167347
Janet Berliner	Q6153195
Janni Lee Simner	Q6155207
Jay Bonansinga	Q6166426
Jean Little	Q6171041
William Shunn	Q6175304
Gene Stratton-Porter	Q5531480
Janet Morris	Q6153517
Jay A. Parry	Q6166313
Joe DiPietro	Q1691381
Jeff Gottesfeld	Q6173924
Jean Ferris	Q6170653
Jeanie Gould	Q6171962
Joe Brainard	Q1691342
Samuel Shellabarger	Q6174593
Janette Turner Hospital	Q6153713
Jay Cronley	Q6166521
Jean Rabe	Q6171409
Jeanne Betancourt	Q6172029
Jeff Greenfield	Q6173956
Karl August Wilhelm Uschner	Q1691440
Gene Luen Yang	Q5531537
Janette Rallison	Q6153706
Jaspreet Singh	Q6164129
Jean Thesman	Q6171588
Jeff Crook	Q6173632
Jeff Sampson	Q6174890
Theo van Doesburg	Q160422
Fredrik Bajer	Q191016
Francis Galton	Q191026
Ambrose Bierce	Q191050
John of the Cross	Q190388
Auguste Brizeux	Q251037
Álvar Núñez Cabeza de Vaca	Q250763
Gabriel Ferrater	Q250805
Joel T. Headley	Q1691752
Agnes von Krusenstjerna	Q239386
Emmanuelle Arsan	Q239376
Ivanka Trump	Q239411
Johann Andreas Christian Löhr	Q1692346
Johannes Bocer	Q1692717
Delmira Agustini	Q239458
Milena Jesenská	Q234893
A. C. Bhaktivedanta Swami Prabhupada	Q234898
Nezami Ganjavi	Q234908
Hélène Cixous	Q234964
Gérard de Nerval	Q191305
Ivan Andreyevich Krylov	Q191480
Juan Pérez de Betolaza	Q239694
Joann Sfar	Q239897
Augusta, Lady Gregory	Q239540
Lady Mary Wortley Montagu	Q235121
Mary Kingsley	Q235525
Eleanor H. Porter	Q235368
Jung Chang	Q235291
Martha Nussbaum	Q235470
Yekaterina Vorontsova-Dashkova	Q235611
Voltairine de Cleyre	Q235361
Vandana Shiva	Q235451
Vita Sackville-West	Q235505
Angela Davis	Q160456
Alfred Russel Wallace	Q160627
Innocent IV	Q160609
Odysseas Elytis	Q160478
Paul the Deacon	Q160424
Roger Garaudy	Q160619
Rabanus Maurus	Q160441
Raymond Aron	Q160640
Izumi Shikibu	Q239898
Eliza Orzeszkowa	Q240174
Elizabeth Bishop	Q235946
Sophia de Mello Breyner Andresen	Q235992
Kerry Katona	Q240485
Amanda Palmer	Q240377
Edmondo de Amicis	Q240576
Queen Noor of Jordan	Q240575
Henri Michaux	Q160780
Alois Jirásek	Q161368
Nikolay Karamzin	Q191598
Robert McNamara	Q191999
Tommaso Campanella	Q191850
Abdullah Öcalan	Q191530
Gregory of Nyssa	Q191734
Gene Wilder	Q191966
Harriet Taylor Mill	Q240782
Allan Kardec	Q240643
Emma Lazarus	Q240959
Joan Rivers	Q240933
Muhammad al-Bukhari	Q241026
Julián Juderías	Q251338
Álvaro Vargas Llosa	Q251336
Niccolò Ammaniti	Q251286
Álvaro Mutis	Q251123
Ibn Tufayl	Q251259
Alice Miller	Q236384
Hannah Szenes	Q236094
Marina Colasanti	Q267615
Bat Ye'or	Q236266
Alexandra Marinina	Q236233
Aaron Copland	Q192185
Aurobindo Ghosh	Q192207
René Goscinny	Q192214
Muhammad ibn Jarir al-Tabari	Q192124
Joyce Meyer	Q268199
John of Cornwall	Q268107
Evgeny Shvarts	Q268111
Margaret Mazzantini	Q267868
Leena Lehtolainen	Q267698
Lorenzo Da Ponte	Q268166
Lorentz Dietrichson	Q268259
Anna Laetitia Barbauld	Q268305
Rachel Bluwstein	Q241180
Corrie ten Boom	Q241097
Julia Ward Howe	Q241299
M. Vasalis	Q242016
Irshad Manji	Q242051
Magdalena de Pazzi	Q242040
Johann Hermann	Q241422
Mary Daly	Q241392
Alda Merini	Q241087
Noah Webster	Q241676
Anyte of Tegea	Q241120
Alison Moore	Q4727147
Alisa Valdes	Q4726938
Aljean Harmetz	Q4727595
Alissa Nutting	Q4727245
Richard de Bury	Q268453
Janusz Zajdel	Q268680
Alain Mabanckou	Q268522
Carmen Martín Gaite	Q268582
Han Ryner	Q268322
Mariana Alcoforado	Q268325
Marilyn Waring	Q268510
Marianne Curley	Q268524
István Szelmár	Q268621
Hero of Alexandria	Q161853
Roman Dmowski	Q161590
Dagoberto Gilb	Q5208621
Dale Smith	Q5210636
Gregory X	Q161740
Miško Kranjec	Q161900
Jakob Ejersbo	Q162136
D. K. Broster	Q5203686
Daedalus Howell	Q5208169
David W. Brown	Q5203493
D. Harlan Wilson	Q5203626
Dan Cragg	Q5213306
Carmen Laforet	Q269123
Tua Forsström	Q269291
Dorothe Engelbretsdatter	Q269087
Q5960465	Q5960465
T. J. Bass	Q5968748
Seyyed Mahdi Shojaee	Q5961285
Hōsuke Nojiri	Q5965262
Mohammad Reza Sarshar	Q5959526
Ghassem Hashemi Nezhad	Q5963531
Marie d'Agoult	Q253453
Li Fang	Q253490
Malalai Joya	Q253378
Edward Salisbury Field	Q5345201
Eileen Gunn	Q5349378
Eileen Kernaghan	Q5349395
Edwin Denby	Q5346354
Jindřich Plachta	Q252981
Edward Peacock	Q5344795
Siobhán Parkinson	Q251820
Ángela Vallvey	Q252049
József Pusztai	Q252528
August Kanitz	Q251945
Giovanni Battista Casti	Q251926
Edward Noyes Westcott	Q5344654
Edward Payson Roe	Q5344791
Edwin Lester Arnold	Q5346612
Eirug Wyn	Q5349883
Anne Desclos	Q253288
Edwin Atherstone	Q5346215
Edwin Corley	Q5346315
Eileen Buckholtz	Q5349330
Edward Ormondroyd	Q5344693
Ángeles Mastretta	Q252088
Shen Kuo	Q270085
Gavrila Derzhavin	Q270275
Licia Troisi	Q270070
Dan Greenburg	Q5213609
Dave Luckett	Q5229232
Darren Williams	Q5225241
David A. Hargrave	Q5230476
Dave Warner	Q5230070
Daniel O'Mahony	Q5218307
Dan Wickline	Q5214587
Dana Adam Shapiro	Q5214665
Dana Cameron	Q5214688
Daniel Carney	Q5216759
Daniel Martin Klein	Q5218056
Darach Ó Scolaí	Q5222026
Daryl Haney	Q5226181
Dave Stone	Q5229938
David Alan Mack	Q5230665
Danzy Senna	Q5221478
Daren King	Q5222528
Darryl Pinckney	Q5225426
David A. McIntee	Q5230500
Israel Getzler	Q1674596
Andrew Goldberg	Q4757115
Amritlal Nagar	Q4748691
Andrew Foster Altschul	Q4756989
Kate Novak	Q4970372
Pumla Gobodo-Madikizela	Q1675344
Amanda Brown	Q4739578
Amy Wallace	Q4749434
Hanna Ożogowska	Q4971595
Isaac Rosenberg	Q1673451
Allan Baillie	Q4730466
Allen Raine	Q4731836
Alma Alexander	Q4733517
Andrea Meyer	Q4755183
Allegra Goodman	Q4731395
Allen Varney	Q4731931
Ally Carter	Q4733401
Alun Richards	Q4737508
Ander Monson	Q4753693
Andrea Hairston	Q4755115
Andrea Hirata	Q4755130
Isidor Hopfner	Q1673936
Allen Appel	Q4731507
Allen Kurzweil	Q4731745
Allen Rucker	Q4731853
Amber Dawn	Q4741233
Andrea Goldsmith	Q4755106
Andrea White	Q4755319
Andrew Huebner	Q4757352
Joseph Kramm	Q1674099
Amanda Cockrell	Q4739593
Amy Hill Hearth	Q4749237
Isabel LeBourdais	Q1673549
Siegmund Wilhelm Wohlbrück	Q1674756
Amanda Lohrey	Q4739678
Amelia Reynolds Long	Q4742298
Amy Dillwyn	Q4749165
Iris Hanika	Q1672737
Josef August Törring	Q1675559
Andrew E. Svenson	Q4756872
Johanna Haarer	Q1696939
John Moore	Q5992802
Ian Adams	Q5980732
Ian Cross	Q5981317
Ibi Kaslik	Q5984022
Ignacio García Malo	Q5992316
Simon Raven	Q6064682
Isaac Marion	Q6076742
Roger Sherman Hoar	Q5976265
Napoleón Rodríguez Ruiz	Q6037978
Isaac Henderson	Q6076483
Johannes Anyuru	Q1697172
Hans Rosenfeldt	Q6079725
Isabelle Holland	Q6078237
Johannes Bolte	Q1697290
Paul L. Maier	Q5972513
Ismail Fahd Ismail	Q6084707
